bin_start,bin_end,count
0.0001,0.00014404488279905596,3.9824790541314337
0.00014404488279905596,0.0002074892826059375,2.764748720499181
0.0002074892826059375,0.0002988776939503247,3.8387322989543855
0.0002988776939503247,0.0004305180239632664,5.329911378121574
0.0004305180239632664,0.0006201391830466982,17.575826752134702
0.0006201391830466982,0.0008932787594106396,5.137529332774369
0.0008932787594106396,0.001286722342061917,4.458271297930516
0.001286722342061917,0.0018534576895723562,4.333079867758848
0.0018534576895723562,0.0026698109566745884,7.090629018710449
0.0026698109566745884,0.003845726063498266,10.292528542070926
0.003845726063498266,0.0055395716009388205,6.627582288910148
0.0055395716009388205,0.007979469420142113,6.326448722211154
0.007979469420142113,0.011494017374230217,32.59062332870637
0.011494017374230217,0.01655654385561305,28.965960123901855
0.01655654385561305,0.02384885419239209,20.349520462587225
0.02384885419239209,0.034353054070348936,13.125278519862244
0.034353054070348936,0.04948381647353045,6.758599348413164
0.04948381647353045,0.07127890544379682,3.6699078165390633
0.07127890544379682,0.10267361580696706,1.8046583718919873
0.10267361580696706,0.1478960895546987,0.9153910178268427
0.1478960895546987,0.2130367488634524,0.5600929989112235
0.2130367488634524,0.3068685352192792,0.20189368272883085
0.3068685352192792,0.4420284219037905,0.09603573393249316
0.4420284219037905,0.6367193222698311,0.04594872675515664
0.6367193222698311,0.9171616015225216,0.019389524765475154
0.9171616015225216,1.321124353991061,0.013894970038066562
1.321124353991061,1.9030120273362092,0.007234708603350831
1.9030120273362092,2.7411914444283814,0.0027205412766717067
2.7411914444283814,3.9485460034246036,0.002179241655426545
3.9485460034246036,5.687678462899779,0.000806875047306507
5.687678462899779,8.192809775871135,0.0004901358886716527
8.192809775871135,11.801323239603176,0.0005347038536701259
11.801323239603176,16.99920222922415,0.00016873019123681533
16.99920222922415,24.486480927860438,0.0002342744677326657
24.486480927860438,35.271522754149764,4.879197299764148e-05
35.271522754149764,50.806823612657276,6.774551382808526e-05
50.806823612657276,73.18462952677527,3.9192364046345295e-05
73.18462952677527,105.41871382876676,3.265012678112476e-05
105.41871382876676,151.8502627829193,1.1333317139308589e-05
151.8502627829193,218.73253305571458,5.245271204864056e-06
218.73253305571458,315.0730208835104,5.462121704296772e-06
315.0730208835104,453.84656366309684,2.5279721145047643e-06
453.84656366309684,653.7427507160508,3.5099783697714544e-06
653.7427507160508,941.6829790762599,4.264269599683621e-06
941.6829790762599,1356.4461435490575,4.652018839548136e-06
1356.4461435490575,1953.8912577075544,2.0551758366152786e-06
1953.8912577075544,2814.4803721858475,1.0191148147118387e-06
2814.4803721858475,4054.1149535175296,7.074981039996549e-07
4054.1149535175296,5839.745133333334,2.946990230760017e-07
