bin_start,bin_end,count
5e-05,116.79495166666666,0.008485436913451714
116.79495166666666,233.5898533333333,9.0094888481172e-06
233.5898533333333,350.384755,3.0031629493723985e-06
350.384755,467.17965666666663,1.5015814746861997e-06
467.17965666666663,583.9745583333333,6.006325898744796e-06
583.9745583333333,700.76946,0.0
700.76946,817.5643616666666,1.5015814746861997e-06
817.5643616666666,934.3592633333333,9.0094888481172e-06
934.3592633333333,1051.1541650000001,3.003162949372394e-06
1051.1541650000001,1167.9490666666668,4.5047444240586e-06
1167.9490666666668,1284.7439683333334,4.5047444240586e-06
1284.7439683333334,1401.53887,6.006325898744799e-06
1401.53887,1518.3337716666667,1.5015814746861997e-06
1518.3337716666667,1635.1286733333334,0.0
1635.1286733333334,1751.923575,3.0031629493723994e-06
1751.923575,1868.7184766666667,4.5047444240586e-06
1868.7184766666667,1985.5133783333333,0.0
1985.5133783333333,2102.30828,1.501581474686197e-06
2102.30828,2219.103181666667,1.5015814746861997e-06
2219.103181666667,2335.8980833333335,1.5015814746861997e-06
2335.8980833333335,2452.692985,0.0
2452.692985,2569.487886666667,0.0
2569.487886666667,2686.2827883333334,0.0
2686.2827883333334,2803.07769,1.5015814746861997e-06
2803.07769,2919.8725916666667,4.5047444240586e-06
2919.8725916666667,3036.6674933333334,1.5015814746861997e-06
3036.6674933333334,3153.462395,0.0
3153.462395,3270.2572966666667,0.0
3270.2572966666667,3387.0521983333333,0.0
3387.0521983333333,3503.8471,1.5015814746861997e-06
3503.8471,3620.6420016666666,0.0
3620.6420016666666,3737.4369033333332,0.0
3737.4369033333332,3854.231805,1.5015814746861997e-06
3854.231805,3971.0267066666665,0.0
3971.0267066666665,4087.821608333333,0.0
4087.821608333333,4204.61651,0.0
4204.61651,4321.411411666666,1.5015814746862058e-06
4321.411411666666,4438.206313333333,0.0
4438.206313333333,4555.001214999999,0.0
4555.001214999999,4671.796116666666,0.0
4671.796116666666,4788.591018333333,0.0
4788.591018333333,4905.38592,0.0
4905.38592,5022.180821666666,0.0
5022.180821666666,5138.975723333333,0.0
5138.975723333333,5255.770624999999,0.0
5255.770624999999,5372.565526666666,1.501581474686194e-06
5372.565526666666,5489.3604283333325,0.0
5489.3604283333325,5606.15533,0.0
5606.15533,5722.950231666666,0.0
5722.950231666666,5839.745133333333,1.501581474686194e-06
