bin_start,bin_end,count
5e-05,1.8619653333333333,0.5285260714290502
1.8619653333333333,3.723880666666666,0.0026616420863333464
3.723880666666666,5.585795999999999,0.0008555278134642898
5.585795999999999,7.4477113333333325,0.0006654105215833365
7.4477113333333325,9.309626666666665,0.0004752932297023835
9.309626666666665,11.171541999999999,0.000475293229702383
11.171541999999999,13.033457333333333,0.0002851759378214298
13.033457333333333,14.895372666666665,9.50586459404767e-05
14.895372666666665,16.757288,0.0001901172918809532
16.757288,18.61920333333333,0.0002851759378214301
18.61920333333333,20.481118666666667,0.00028517593782142954
20.481118666666667,22.343034,0.0001901172918809534
22.343034,24.20494933333333,9.50586459404767e-05
24.20494933333333,26.066864666666667,9.50586459404765e-05
26.066864666666667,27.92878,0.0
27.92878,29.790695333333332,9.50586459404767e-05
29.790695333333332,31.652610666666664,0.0
31.652610666666664,33.514526,9.50586459404767e-05
33.514526,35.37644133333333,9.50586459404765e-05
35.37644133333333,37.23835666666666,0.0
37.23835666666666,39.100272,0.0
39.100272,40.96218733333333,9.50586459404765e-05
40.96218733333333,42.82410266666666,9.505864594047687e-05
42.82410266666666,44.686018,0.0
44.686018,46.54793333333333,0.00028517593782142954
46.54793333333333,48.40984866666666,0.0
48.40984866666666,50.271764,0.0
50.271764,52.13367933333333,9.50586459404765e-05
52.13367933333333,53.99559466666666,0.00019011729188095374
53.99559466666666,55.85751,0.0
55.85751,57.71942533333333,0.0
57.71942533333333,59.58134066666666,9.50586459404765e-05
59.58134066666666,61.443256,0.0
61.443256,63.30517133333333,0.0
63.30517133333333,65.16708666666666,0.0
65.16708666666666,67.02900199999999,9.505864594047687e-05
67.02900199999999,68.89091733333333,0.0
68.89091733333333,70.75283266666666,9.505864594047687e-05
70.75283266666666,72.61474799999999,0.0
72.61474799999999,74.47666333333332,0.0
74.47666333333332,76.33857866666666,9.505864594047615e-05
76.33857866666666,78.20049399999999,9.505864594047687e-05
78.20049399999999,80.06240933333332,9.505864594047687e-05
80.06240933333332,81.92432466666666,0.0
81.92432466666666,83.78623999999999,0.0
83.78623999999999,85.64815533333332,0.0
85.64815533333332,87.51007066666666,0.0
87.51007066666666,89.37198599999999,0.0
89.37198599999999,91.23390133333332,0.00019011729188095374
91.23390133333332,93.09581666666666,9.505864594047615e-05
