type,interval_seconds
all_interactions,7.742
all_interactions,2.95
all_interactions,0.884
all_interactions,12.564
all_interactions,9.475
all_interactions,1.813
all_interactions,1.753
all_interactions,0.364
all_interactions,24.616
all_interactions,0.103
all_interactions,0.527
all_interactions,0.698
all_interactions,1.949
all_interactions,0.257
all_interactions,1.243
all_interactions,0.226
all_interactions,1.289
all_interactions,0.744
all_interactions,3.854
all_interactions,2.622
all_interactions,2.132
all_interactions,4.117
all_interactions,8.264
all_interactions,1.807
all_interactions,0.413
all_interactions,9.055
all_interactions,0.202
all_interactions,3.486
all_interactions,5.549
all_interactions,0.953
all_interactions,1.808
all_interactions,0.597
all_interactions,0.59
all_interactions,0.827
all_interactions,3.167
all_interactions,0.756
all_interactions,0.331
all_interactions,13.473
all_interactions,1.26
all_interactions,18.794
all_interactions,7.38
all_interactions,2.436
all_interactions,10.199
all_interactions,0.234
all_interactions,0.981
all_interactions,0.218
all_interactions,0.487
all_interactions,0.203
all_interactions,1.659
all_interactions,0.987
all_interactions,2.125
all_interactions,21.329
all_interactions,4.408
all_interactions,1.701
all_interactions,1.312
all_interactions,0.177
all_interactions,0.869
all_interactions,0.6
all_interactions,0.874
all_interactions,0.757
all_interactions,4.953
all_interactions,9.566
all_interactions,2.802
all_interactions,2.367
all_interactions,0.89
all_interactions,5.719
all_interactions,0.252
all_interactions,0.895
all_interactions,0.207
all_interactions,34.143
all_interactions,0.278
all_interactions,0.953
all_interactions,0.264
all_interactions,3.207
all_interactions,0.248
all_interactions,1.118
all_interactions,8.111
all_interactions,0.597
all_interactions,2.383
all_interactions,5.409
all_interactions,1.91
all_interactions,0.771
all_interactions,14.778
all_interactions,0.778
all_interactions,0.992
all_interactions,1.709
all_interactions,1.18
all_interactions,0.785
all_interactions,0.701
all_interactions,0.604
all_interactions,1.828
all_interactions,0.903
all_interactions,6.326
all_interactions,2.583
all_interactions,1.61
all_interactions,0.91
all_interactions,0.66
all_interactions,1.368
all_interactions,0.792
all_interactions,3.789
all_interactions,1.673
all_interactions,2.371
all_interactions,1.192
all_interactions,2.016
all_interactions,1.319
all_interactions,1.482
all_interactions,4.873
all_interactions,4.043
all_interactions,1.626
all_interactions,2.754
all_interactions,1.277
all_interactions,1.954
all_interactions,1.517
all_interactions,2.719
all_interactions,8.11
all_interactions,3.314
all_interactions,1.0
all_interactions,5.345
all_interactions,2.258
all_interactions,0.448
all_interactions,7.616
all_interactions,5.562
all_interactions,17.958
all_interactions,7.112
all_interactions,2.319
all_interactions,0.791
all_interactions,2.841
all_interactions,1.438
all_interactions,1.743
all_interactions,1.296
all_interactions,2.794
all_interactions,2.418
all_interactions,5.475
all_interactions,2.544
all_interactions,10.319
all_interactions,0.704
all_interactions,0.651
all_interactions,0.73
all_interactions,0.673
all_interactions,2.004
all_interactions,0.558
all_interactions,2.418
all_interactions,2.899
all_interactions,11.735
all_interactions,0.142
all_interactions,1.285
all_interactions,0.763
all_interactions,0.689
all_interactions,1.764
all_interactions,4.854
all_interactions,1.389
all_interactions,0.784
all_interactions,2.55
all_interactions,2.318
all_interactions,1.272
all_interactions,1.166
all_interactions,5.264
all_interactions,0.632
all_interactions,0.799
all_interactions,0.957
all_interactions,1.668
all_interactions,6.055
all_interactions,0.583
all_interactions,0.583
all_interactions,0.66
all_interactions,0.84
all_interactions,0.848
all_interactions,1.0
all_interactions,0.763
all_interactions,2.3
all_interactions,1.096
all_interactions,2.522
all_interactions,1.582
all_interactions,4.093
all_interactions,1.456
all_interactions,2.036
all_interactions,1.271
all_interactions,2.638
all_interactions,1.019
all_interactions,2.09
all_interactions,1.108
all_interactions,4.436
all_interactions,3.188
all_interactions,8.653
all_interactions,0.555
all_interactions,3.077
all_interactions,1.812
all_interactions,6.91
all_interactions,4.236
all_interactions,1.083
all_interactions,1.466
all_interactions,0.937
all_interactions,0.661
all_interactions,2.186
all_interactions,4.959
all_interactions,4.479
all_interactions,0.577
all_interactions,1.659
all_interactions,0.694
all_interactions,1.282
all_interactions,2.337
all_interactions,0.474
all_interactions,0.881
all_interactions,1.95
all_interactions,1.184
all_interactions,0.561
all_interactions,1.526
all_interactions,0.612
all_interactions,0.666
all_interactions,0.604
all_interactions,1.708
all_interactions,4.937
all_interactions,2.194
all_interactions,1.171
all_interactions,8.079
all_interactions,0.613
all_interactions,1.418
all_interactions,5.209
all_interactions,8.722
all_interactions,0.8
all_interactions,2.18
all_interactions,0.663
all_interactions,2.027
all_interactions,0.685
all_interactions,3.198
all_interactions,0.607
all_interactions,1.567
all_interactions,1.647
all_interactions,1.426
all_interactions,1.083
all_interactions,0.854
all_interactions,2.589
all_interactions,0.868
all_interactions,2.189
all_interactions,2.661
all_interactions,1.101
all_interactions,3.05
all_interactions,1.215
all_interactions,1.028
all_interactions,1.049
all_interactions,0.878
all_interactions,1.732
all_interactions,0.728
all_interactions,0.48
all_interactions,0.486
all_interactions,1.84
all_interactions,0.734
all_interactions,0.612
all_interactions,1.477
all_interactions,1.238
all_interactions,2.337
all_interactions,1.651
all_interactions,2.515
all_interactions,3.033
all_interactions,0.612
all_interactions,1.57
all_interactions,11.326
all_interactions,0.695
all_interactions,2.062
all_interactions,1.001
all_interactions,0.909
all_interactions,4.14
all_interactions,1.222
all_interactions,13.909
all_interactions,0.806
all_interactions,1.354
all_interactions,0.521
all_interactions,0.958
all_interactions,0.702
all_interactions,1.048
all_interactions,3.034
all_interactions,1.591
all_interactions,0.548
all_interactions,5.258
all_interactions,4.646
all_interactions,1.819
all_interactions,0.688
all_interactions,0.806
all_interactions,0.583
all_interactions,1.75
all_interactions,0.692
all_interactions,1.211
all_interactions,0.68
all_interactions,6.639
all_interactions,3.674
all_interactions,2.264
all_interactions,0.01
all_interactions,2.042
all_interactions,2.339
all_interactions,0.917
all_interactions,1.14
all_interactions,1.034
all_interactions,13.414
all_interactions,1.356
all_interactions,2.037
all_interactions,0.631
all_interactions,0.646
all_interactions,2.376
all_interactions,1.201
all_interactions,0.665
all_interactions,0.924
all_interactions,0.82
all_interactions,0.896
all_interactions,1.097
all_interactions,0.687
all_interactions,0.577
all_interactions,0.661
all_interactions,4.505
all_interactions,1.347
all_interactions,5.258
all_interactions,3.555
all_interactions,1.124
all_interactions,2.133
all_interactions,1.23
all_interactions,2.291
all_interactions,2.098
all_interactions,0.596
all_interactions,0.584
all_interactions,0.611
all_interactions,0.694
all_interactions,5.466
all_interactions,8.215
all_interactions,1.132
all_interactions,0.701
all_interactions,1.056
all_interactions,0.729
all_interactions,3.274
all_interactions,0.664
all_interactions,3.546
all_interactions,4.228
all_interactions,0.902
all_interactions,16.583
all_interactions,1.643
all_interactions,0.731
all_interactions,0.539
all_interactions,6.849
all_interactions,8.34
all_interactions,3.549
all_interactions,2.791
all_interactions,0.592
all_interactions,0.687
all_interactions,7.166
all_interactions,4.459
all_interactions,0.652
all_interactions,10.125
all_interactions,0.822
all_interactions,2.188
all_interactions,0.73
all_interactions,1.609
all_interactions,14.443
all_interactions,2.431
all_interactions,1.433
all_interactions,9.359
all_interactions,1.042
all_interactions,1.216
all_interactions,0.728
all_interactions,0.937
all_interactions,0.945
all_interactions,1.035
all_interactions,2.514
all_interactions,0.667
all_interactions,3.249
all_interactions,1.229
all_interactions,7.001
all_interactions,1.854
all_interactions,1.903
all_interactions,1.284
all_interactions,0.925
all_interactions,6.778
all_interactions,4.185
all_interactions,1.925
all_interactions,1.555
all_interactions,4.68
all_interactions,0.612
all_interactions,0.688
all_interactions,1.122
all_interactions,1.163
all_interactions,0.721
all_interactions,1.94
all_interactions,0.567
all_interactions,5.049
all_interactions,2.673
all_interactions,1.493
all_interactions,1.112
all_interactions,0.624
all_interactions,0.73
all_interactions,0.668
all_interactions,0.711
all_interactions,2.477
all_interactions,1.332
all_interactions,0.911
all_interactions,1.283
all_interactions,0.869
all_interactions,2.847
all_interactions,1.92
all_interactions,1.029
all_interactions,0.724
all_interactions,0.667
all_interactions,0.79
all_interactions,0.77
all_interactions,0.861
all_interactions,1.044
all_interactions,1.813
all_interactions,2.16
all_interactions,0.951
all_interactions,0.667
all_interactions,1.25
all_interactions,0.725
all_interactions,1.41
all_interactions,0.44
all_interactions,2.949
all_interactions,0.859
all_interactions,0.638
all_interactions,0.826
all_interactions,0.737
all_interactions,0.672
all_interactions,3.841
all_interactions,1.542
all_interactions,2.638
all_interactions,8.709
all_interactions,4.597
all_interactions,0.84
all_interactions,4.209
all_interactions,1.423
all_interactions,1.091
all_interactions,12.687
all_interactions,1.631
all_interactions,1.577
all_interactions,8.549
all_interactions,0.993
all_interactions,1.292
all_interactions,1.036
all_interactions,9.867
all_interactions,0.555
all_interactions,1.057
all_interactions,0.575
all_interactions,0.681
all_interactions,0.674
all_interactions,5.333
all_interactions,2.264
all_interactions,1.992
all_interactions,0.688
all_interactions,0.585
all_interactions,3.79
all_interactions,0.66
all_interactions,0.931
all_interactions,1.021
all_interactions,0.479
all_interactions,0.628
all_interactions,0.435
all_interactions,6.272
all_interactions,3.753
all_interactions,0.479
all_interactions,20.579
all_interactions,1.069
all_interactions,0.64
all_interactions,0.558
all_interactions,0.518
all_interactions,1.215
all_interactions,0.605
all_interactions,0.986
all_interactions,1.069
all_interactions,0.604
all_interactions,1.909
all_interactions,0.165
all_interactions,2.53
all_interactions,0.701
all_interactions,2.688
all_interactions,1.354
all_interactions,0.748
all_interactions,0.608
all_interactions,0.713
all_interactions,0.619
all_interactions,0.55
all_interactions,0.595
all_interactions,0.758
all_interactions,1.254
all_interactions,2.275
all_interactions,8.074
all_interactions,0.262
all_interactions,4.329
all_interactions,1.882
all_interactions,1.486
all_interactions,8.188
all_interactions,1.875
all_interactions,1.126
all_interactions,1.276
all_interactions,3.644
all_interactions,1.052
all_interactions,1.747
all_interactions,0.937
all_interactions,0.049
all_interactions,3.311
all_interactions,0.464
all_interactions,1.984
all_interactions,5.647
all_interactions,2.937
all_interactions,1.007
all_interactions,0.611
all_interactions,1.466
all_interactions,1.652
all_interactions,0.895
all_interactions,1.099
all_interactions,1.923
all_interactions,5.493
all_interactions,0.636
all_interactions,1.176
all_interactions,1.161
all_interactions,0.607
all_interactions,0.907
all_interactions,1.763
all_interactions,1.125
all_interactions,6.5
all_interactions,2.133
all_interactions,1.228
all_interactions,4.444
all_interactions,2.546
all_interactions,0.404
all_interactions,0.933
all_interactions,17.159
all_interactions,2.48
all_interactions,0.636
all_interactions,1.594
all_interactions,0.733
all_interactions,0.958
all_interactions,1.197
all_interactions,1.292
all_interactions,3.32
all_interactions,0.672
all_interactions,0.647
all_interactions,0.675
all_interactions,0.711
all_interactions,1.44
all_interactions,1.549
all_interactions,0.828
all_interactions,1.339
all_interactions,1.576
all_interactions,0.798
all_interactions,0.695
all_interactions,0.708
all_interactions,0.618
all_interactions,0.625
all_interactions,1.202
all_interactions,1.64
all_interactions,1.43
all_interactions,1.166
all_interactions,2.088
all_interactions,0.191
all_interactions,2.714
all_interactions,0.722
all_interactions,1.014
all_interactions,1.444
all_interactions,1.328
all_interactions,1.797
all_interactions,1.07
all_interactions,1.285
all_interactions,5.859
all_interactions,0.609
all_interactions,0.886
all_interactions,0.63
all_interactions,10.592
all_interactions,1.138
all_interactions,0.869
all_interactions,0.748
all_interactions,4.585
all_interactions,0.163
all_interactions,1.595
all_interactions,1.568
all_interactions,3.063
all_interactions,0.618
all_interactions,2.258
all_interactions,4.86
all_interactions,3.446
all_interactions,1.402
all_interactions,1.529
all_interactions,0.866
all_interactions,4.099
all_interactions,3.192
all_interactions,2.783
all_interactions,2.337
all_interactions,3.493
all_interactions,10.424
all_interactions,0.638
all_interactions,2.251
all_interactions,0.84
all_interactions,1.749
all_interactions,1.619
all_interactions,2.271
all_interactions,1.535
all_interactions,0.93
all_interactions,1.809
all_interactions,2.122
all_interactions,2.489
all_interactions,2.008
all_interactions,1.694
all_interactions,0.753
all_interactions,2.947
all_interactions,4.024
all_interactions,2.655
all_interactions,12.663
all_interactions,0.232
all_interactions,1.79
all_interactions,0.245
all_interactions,1.508
all_interactions,0.59
all_interactions,1.086
all_interactions,2.218
all_interactions,1.133
all_interactions,0.875
all_interactions,5.735
all_interactions,2.707
all_interactions,4.12
all_interactions,1.296
all_interactions,0.329
all_interactions,0.611
all_interactions,1.494
all_interactions,23.611
all_interactions,0.965
all_interactions,0.716
all_interactions,1.006
all_interactions,20.656
all_interactions,5.289
all_interactions,5.32
all_interactions,1.988
all_interactions,1.194
all_interactions,1.422
all_interactions,1.897
all_interactions,0.841
all_interactions,1.597
all_interactions,5.106
all_interactions,1.472
all_interactions,0.541
all_interactions,2.353
all_interactions,1.326
all_interactions,3.118
all_interactions,0.965
all_interactions,0.748
all_interactions,10.982
all_interactions,1.18
all_interactions,2.549
all_interactions,4.236
all_interactions,5.105
all_interactions,5.553
all_interactions,4.212
all_interactions,2.346
all_interactions,0.512
all_interactions,0.982
all_interactions,45.153
all_interactions,0.325
all_interactions,13.89
all_interactions,1.84
all_interactions,1.216
all_interactions,5.93
all_interactions,0.978
all_interactions,8.557
all_interactions,1.284
all_interactions,2.904
all_interactions,2.687
all_interactions,0.895
all_interactions,3.688
all_interactions,3.199
all_interactions,0.752
all_interactions,0.778
all_interactions,0.639
all_interactions,0.681
all_interactions,2.472
all_interactions,5.522
all_interactions,1.617
all_interactions,2.139
all_interactions,4.313
all_interactions,1.694
all_interactions,9.294
all_interactions,0.584
all_interactions,3.138
all_interactions,3.967
all_interactions,2.778
all_interactions,1.033
all_interactions,0.611
all_interactions,0.988
all_interactions,1.382
all_interactions,0.909
all_interactions,3.054
all_interactions,0.769
all_interactions,0.58
all_interactions,25.272
all_interactions,3.623
all_interactions,0.904
all_interactions,0.546
all_interactions,0.682
all_interactions,0.673
all_interactions,0.847
all_interactions,1.277
all_interactions,0.555
all_interactions,1.043
all_interactions,1.233
all_interactions,0.9
all_interactions,0.723
all_interactions,0.589
all_interactions,2.333
all_interactions,0.903
all_interactions,0.58
all_interactions,0.656
all_interactions,1.104
all_interactions,0.611
all_interactions,0.743
all_interactions,0.827
all_interactions,0.867
all_interactions,1.577
all_interactions,1.66
all_interactions,1.228
all_interactions,0.751
all_interactions,0.736
all_interactions,1.959
all_interactions,0.569
all_interactions,0.71
all_interactions,1.145
all_interactions,0.938
all_interactions,2.27
all_interactions,4.639
all_interactions,2.187
all_interactions,1.348
all_interactions,9.749
all_interactions,0.729
all_interactions,1.098
all_interactions,0.506
all_interactions,14.542
all_interactions,0.667
all_interactions,0.744
all_interactions,0.867
all_interactions,43.743
all_interactions,2.664
all_interactions,2.385
all_interactions,0.612
all_interactions,1.347
all_interactions,5.126
all_interactions,1.387
all_interactions,10.371
all_interactions,0.344
all_interactions,0.98
all_interactions,1.118
all_interactions,1.146
all_interactions,8.474
all_interactions,0.597
all_interactions,3.327
all_interactions,2.698
all_interactions,0.654
all_interactions,3.136
all_interactions,10.965
all_interactions,3.585
all_interactions,0.62
all_interactions,1.862
all_interactions,0.985
all_interactions,19.522
all_interactions,1.919
all_interactions,6.781
all_interactions,0.863
all_interactions,9.586
all_interactions,1.652
all_interactions,0.48
all_interactions,1.316
all_interactions,6.75
all_interactions,3.083
all_interactions,0.937
all_interactions,0.841
all_interactions,0.826
all_interactions,1.542
all_interactions,1.549
all_interactions,2.247
all_interactions,2.342
all_interactions,1.14
all_interactions,2.41
all_interactions,2.986
all_interactions,1.506
all_interactions,3.354
all_interactions,0.98
all_interactions,1.097
all_interactions,0.743
all_interactions,4.788
all_interactions,1.299
all_interactions,0.116
all_interactions,4.967
all_interactions,0.345
all_interactions,7.02
all_interactions,0.976
all_interactions,0.546
all_interactions,0.603
all_interactions,12.035
all_interactions,0.923
all_interactions,0.57
all_interactions,0.752
all_interactions,0.511
all_interactions,0.993
all_interactions,0.875
all_interactions,2.154
all_interactions,0.4
all_interactions,3.008
all_interactions,1.444
all_interactions,2.17
all_interactions,0.197
all_interactions,2.323
all_interactions,1.084
all_interactions,2.028
all_interactions,2.452
all_interactions,0.837
all_interactions,0.526
all_interactions,2.116
all_interactions,1.895
all_interactions,0.712
all_interactions,1.179
all_interactions,0.803
all_interactions,1.271
all_interactions,2.687
all_interactions,1.712
all_interactions,0.556
all_interactions,0.565
all_interactions,0.709
all_interactions,3.465
all_interactions,1.889
all_interactions,1.347
all_interactions,0.771
all_interactions,0.952
all_interactions,0.707
all_interactions,0.66
all_interactions,0.706
all_interactions,3.064
all_interactions,9.788
all_interactions,1.314
all_interactions,0.909
all_interactions,0.659
all_interactions,0.63
all_interactions,0.556
all_interactions,0.59
all_interactions,3.369
all_interactions,4.096
all_interactions,1.479
all_interactions,2.389
all_interactions,1.812
all_interactions,1.514
all_interactions,0.765
all_interactions,1.313
all_interactions,2.353
all_interactions,3.772
all_interactions,5.854
all_interactions,5.254
all_interactions,2.156
all_interactions,2.069
all_interactions,5.589
all_interactions,1.8
all_interactions,0.596
all_interactions,2.784
all_interactions,1.036
all_interactions,1.021
all_interactions,3.593
all_interactions,2.456
all_interactions,1.048
all_interactions,0.59
all_interactions,0.807
all_interactions,2.527
all_interactions,1.43
all_interactions,0.806
all_interactions,1.361
all_interactions,0.946
all_interactions,1.402
all_interactions,1.643
all_interactions,7.548
all_interactions,4.727
all_interactions,1.457
all_interactions,10.821
all_interactions,28.697
all_interactions,1.671
all_interactions,2.246
all_interactions,2.186
all_interactions,5.102
all_interactions,9.175
all_interactions,7.702
all_interactions,2.568
all_interactions,3.236
all_interactions,13.001
all_interactions,1.827
all_interactions,6.648
all_interactions,2.211
all_interactions,11.559
all_interactions,20.491
all_interactions,2.222
all_interactions,9.533
all_interactions,2.391
all_interactions,1.951
all_interactions,0.801
all_interactions,0.817
all_interactions,1.479
all_interactions,0.924
all_interactions,0.506
all_interactions,11.659
all_interactions,4.742
all_interactions,0.524
all_interactions,14.153
all_interactions,1.76
all_interactions,3.212
all_interactions,0.68
all_interactions,1.084
all_interactions,1.166
all_interactions,1.036
all_interactions,0.57
all_interactions,2.423
all_interactions,0.645
all_interactions,9.62
all_interactions,5.422
all_interactions,8.68
all_interactions,0.556
all_interactions,4.508
all_interactions,0.597
all_interactions,0.591
all_interactions,1.61
all_interactions,6.844
all_interactions,0.545
all_interactions,4.125
all_interactions,5.957
all_interactions,1.5
all_interactions,5.135
all_interactions,1.681
all_interactions,0.632
all_interactions,0.827
all_interactions,0.597
all_interactions,1.277
all_interactions,4.043
all_interactions,1.647
all_interactions,4.56
all_interactions,2.64
all_interactions,2.572
all_interactions,1.515
all_interactions,5.416
all_interactions,2.242
all_interactions,5.543
all_interactions,1.17
all_interactions,0.749
all_interactions,4.488
all_interactions,8.225
all_interactions,2.543
all_interactions,1.763
all_interactions,1.792
all_interactions,4.095
all_interactions,1.373
all_interactions,1.267
all_interactions,1.455
all_interactions,1.312
all_interactions,3.727
all_interactions,1.711
all_interactions,2.235
all_interactions,4.59
all_interactions,1.222
all_interactions,0.983
all_interactions,12.885
all_interactions,8.131
all_interactions,11.804
all_interactions,0.968
all_interactions,1.088
all_interactions,3.738
all_interactions,7.196
all_interactions,1.846
all_interactions,3.067
all_interactions,1.283
all_interactions,1.215
all_interactions,1.29
all_interactions,2.064
all_interactions,1.828
all_interactions,1.253
all_interactions,2.002
all_interactions,2.205
all_interactions,5.783
all_interactions,0.923
all_interactions,1.064
all_interactions,12.286
all_interactions,2.265
all_interactions,9.09
all_interactions,1.252
all_interactions,3.93
all_interactions,1.456
all_interactions,10.323
all_interactions,2.982
all_interactions,1.627
all_interactions,2.235
all_interactions,1.648
all_interactions,0.328
all_interactions,1.078
all_interactions,1.545
all_interactions,0.639
all_interactions,0.993
all_interactions,0.513
all_interactions,0.576
all_interactions,20.544
all_interactions,0.665
all_interactions,0.639
all_interactions,0.592
all_interactions,2.374
all_interactions,4.389
all_interactions,0.798
all_interactions,1.351
all_interactions,0.628
all_interactions,0.805
all_interactions,0.945
all_interactions,0.723
all_interactions,0.77
all_interactions,0.805
all_interactions,0.744
all_interactions,0.986
all_interactions,3.082
all_interactions,1.71
all_interactions,9.975
all_interactions,1.633
all_interactions,1.193
all_interactions,24.922
all_interactions,3.563
all_interactions,3.578
all_interactions,0.922
all_interactions,2.28
all_interactions,0.907
all_interactions,0.804
all_interactions,1.364
all_interactions,1.928
all_interactions,0.645
all_interactions,0.768
all_interactions,0.616
all_interactions,2.704
all_interactions,0.829
all_interactions,1.063
all_interactions,0.626
all_interactions,1.137
all_interactions,1.924
all_interactions,0.92
all_interactions,0.634
all_interactions,2.083
all_interactions,0.457
all_interactions,0.552
all_interactions,0.67
all_interactions,3.203
all_interactions,9.623
all_interactions,1.12
all_interactions,0.545
all_interactions,0.614
all_interactions,0.496
all_interactions,7.889
all_interactions,1.826
all_interactions,19.182
all_interactions,0.578
all_interactions,0.653
all_interactions,3.861
all_interactions,0.833
all_interactions,15.157
all_interactions,8.918
all_interactions,2.465
all_interactions,0.561
all_interactions,0.606
all_interactions,0.679
all_interactions,1.005
all_interactions,1.627
all_interactions,18.973
all_interactions,1.854
all_interactions,0.548
all_interactions,0.611
all_interactions,1.757
all_interactions,0.779
all_interactions,0.623
all_interactions,7.133
all_interactions,2.632
all_interactions,1.845
all_interactions,1.995
all_interactions,1.043
all_interactions,3.0
all_interactions,1.727
all_interactions,1.304
all_interactions,1.911
all_interactions,3.833
all_interactions,14.093
all_interactions,2.307
all_interactions,0.9
all_interactions,1.77
all_interactions,1.054
all_interactions,1.085
all_interactions,1.068
all_interactions,1.167
all_interactions,0.586
all_interactions,0.526
all_interactions,1.228
all_interactions,0.868
all_interactions,0.785
all_interactions,0.652
all_interactions,1.236
all_interactions,5.564
all_interactions,0.597
all_interactions,0.757
all_interactions,1.729
all_interactions,1.355
all_interactions,1.312
all_interactions,1.046
all_interactions,1.655
all_interactions,1.007
all_interactions,1.002
all_interactions,3.584
all_interactions,0.189
all_interactions,1.344
all_interactions,0.377
all_interactions,2.073
all_interactions,3.757
all_interactions,1.216
all_interactions,1.034
all_interactions,6.084
all_interactions,0.68
all_interactions,1.854
all_interactions,2.354
all_interactions,0.543
all_interactions,0.874
all_interactions,0.861
all_interactions,0.813
all_interactions,4.985
all_interactions,0.938
all_interactions,1.146
all_interactions,1.403
all_interactions,0.993
all_interactions,0.668
all_interactions,0.725
all_interactions,0.53
all_interactions,2.985
all_interactions,2.016
all_interactions,1.585
all_interactions,1.616
all_interactions,5.744
all_interactions,1.131
all_interactions,2.209
all_interactions,1.18
all_interactions,2.029
all_interactions,1.228
all_interactions,1.786
all_interactions,2.868
all_interactions,1.889
all_interactions,0.504
all_interactions,2.301
all_interactions,1.271
all_interactions,0.666
all_interactions,0.549
all_interactions,0.938
all_interactions,0.706
all_interactions,0.759
all_interactions,0.875
all_interactions,2.094
all_interactions,0.197
all_interactions,4.019
all_interactions,0.81
all_interactions,0.12
all_interactions,1.656
all_interactions,1.458
all_interactions,3.942
all_interactions,1.681
all_interactions,3.75
all_interactions,4.8
all_interactions,7.863
all_interactions,0.985
all_interactions,2.34
all_interactions,0.906
all_interactions,2.706
all_interactions,0.172
all_interactions,1.664
all_interactions,0.517
all_interactions,0.603
all_interactions,1.186
all_interactions,3.994
all_interactions,8.597
all_interactions,1.34
all_interactions,2.154
all_interactions,1.07
all_interactions,1.847
all_interactions,0.996
all_interactions,2.627
all_interactions,20.627
all_interactions,3.818
all_interactions,19.896
all_interactions,5.481
all_interactions,0.431
all_interactions,0.791
all_interactions,0.707
all_interactions,1.476
all_interactions,2.304
all_interactions,0.972
all_interactions,0.177
all_interactions,10.349
all_interactions,0.55
all_interactions,4.243
all_interactions,0.59
all_interactions,0.708
all_interactions,0.779
all_interactions,0.894
all_interactions,4.687
all_interactions,6.967
all_interactions,1.044
all_interactions,0.663
all_interactions,2.82
all_interactions,1.013
all_interactions,1.579
all_interactions,0.562
all_interactions,6.005
all_interactions,3.974
all_interactions,3.998
all_interactions,2.903
all_interactions,2.306
all_interactions,0.853
all_interactions,0.125
all_interactions,0.98
all_interactions,1.869
all_interactions,3.173
all_interactions,30.589
all_interactions,0.809
all_interactions,0.701
all_interactions,1.437
all_interactions,11.549
all_interactions,8.692
all_interactions,3.446
all_interactions,6.152
all_interactions,0.679
all_interactions,13.526
all_interactions,2.115
all_interactions,0.786
all_interactions,0.178
all_interactions,3.236
all_interactions,10.175
all_interactions,11.707
all_interactions,0.751
all_interactions,0.79
all_interactions,5.335
all_interactions,0.981
all_interactions,0.65
all_interactions,9.557
all_interactions,1.575
all_interactions,0.689
all_interactions,1.505
all_interactions,2.07
all_interactions,0.68
all_interactions,0.483
all_interactions,1.518
all_interactions,2.251
all_interactions,1.166
all_interactions,3.014
all_interactions,1.826
all_interactions,4.598
all_interactions,0.645
all_interactions,1.646
all_interactions,1.437
all_interactions,0.438
all_interactions,1.964
all_interactions,1.528
all_interactions,0.826
all_interactions,1.202
all_interactions,0.724
all_interactions,0.693
all_interactions,0.677
all_interactions,0.788
all_interactions,2.063
all_interactions,0.655
all_interactions,0.636
all_interactions,1.744
all_interactions,1.146
all_interactions,7.819
all_interactions,3.18
all_interactions,0.606
all_interactions,3.29
all_interactions,3.618
all_interactions,2.202
all_interactions,1.424
all_interactions,1.95
all_interactions,0.633
all_interactions,0.826
all_interactions,0.738
all_interactions,0.533
all_interactions,1.056
all_interactions,0.674
all_interactions,1.201
all_interactions,1.069
all_interactions,0.715
all_interactions,1.532
all_interactions,1.649
all_interactions,0.639
all_interactions,0.617
all_interactions,22.578
all_interactions,1.303
all_interactions,2.281
all_interactions,2.645
all_interactions,1.459
all_interactions,3.423
all_interactions,15.96
all_interactions,3.047
all_interactions,1.737
all_interactions,0.638
all_interactions,1.595
all_interactions,1.916
all_interactions,0.17
all_interactions,1.494
all_interactions,0.576
all_interactions,1.322
all_interactions,1.118
all_interactions,1.146
all_interactions,0.614
all_interactions,2.043
all_interactions,0.476
all_interactions,0.513
all_interactions,3.618
all_interactions,1.733
all_interactions,24.434
all_interactions,12.098
all_interactions,3.87
all_interactions,4.288
all_interactions,4.174
all_interactions,0.619
all_interactions,4.593
all_interactions,0.412
all_interactions,1.3
all_interactions,2.84
all_interactions,4.199
all_interactions,0.379
all_interactions,1.825
all_interactions,5.819
all_interactions,25.868
all_interactions,10.653
all_interactions,1.706
all_interactions,2.4
all_interactions,10.789
all_interactions,27.57
all_interactions,3.161
all_interactions,1.38
all_interactions,0.058
all_interactions,3.466
all_interactions,1.138
all_interactions,3.612
all_interactions,1.083
all_interactions,0.987
all_interactions,17.514
all_interactions,2.02
all_interactions,0.525
all_interactions,11.105
all_interactions,0.914
all_interactions,12.922
all_interactions,0.649
all_interactions,1.329
all_interactions,10.978
all_interactions,4.065
all_interactions,0.721
all_interactions,7.89
all_interactions,1.034
all_interactions,0.854
all_interactions,1.598
all_interactions,3.126
all_interactions,3.181
all_interactions,9.526
all_interactions,1.671
all_interactions,0.405
all_interactions,0.75
all_interactions,0.924
all_interactions,0.709
all_interactions,1.007
all_interactions,2.041
all_interactions,0.958
all_interactions,3.691
all_interactions,2.164
all_interactions,0.493
all_interactions,1.862
all_interactions,0.639
all_interactions,0.63
all_interactions,0.925
all_interactions,2.055
all_interactions,0.806
all_interactions,7.068
all_interactions,3.646
all_interactions,0.652
all_interactions,3.204
all_interactions,2.886
all_interactions,1.611
all_interactions,0.416
all_interactions,1.412
all_interactions,0.931
all_interactions,0.687
all_interactions,9.979
all_interactions,1.161
all_interactions,1.396
all_interactions,0.867
all_interactions,1.181
all_interactions,0.91
all_interactions,3.062
all_interactions,0.91
all_interactions,2.239
all_interactions,3.177
all_interactions,2.295
all_interactions,1.691
all_interactions,9.724
all_interactions,1.382
all_interactions,0.614
all_interactions,2.156
all_interactions,3.292
all_interactions,0.64
all_interactions,0.957
all_interactions,1.924
all_interactions,0.903
all_interactions,1.006
