type,interval_seconds
consecutive_scrolls,1.077
consecutive_scrolls,1.687
consecutive_scrolls,1.817
consecutive_scrolls,7.761
consecutive_scrolls,0.766
consecutive_scrolls,5.986
consecutive_scrolls,3.194
consecutive_scrolls,1.529
consecutive_scrolls,0.734
consecutive_scrolls,7.785
consecutive_scrolls,6.48
consecutive_scrolls,2.347
consecutive_scrolls,0.924
consecutive_scrolls,2.731
consecutive_scrolls,1.004
consecutive_scrolls,4.216
consecutive_scrolls,1.249
consecutive_scrolls,1.583
consecutive_scrolls,1.084
consecutive_scrolls,7.024
consecutive_scrolls,2.963
consecutive_scrolls,0.8
consecutive_scrolls,5.986
consecutive_scrolls,1.784
consecutive_scrolls,7.426
consecutive_scrolls,0.728
consecutive_scrolls,0.894
consecutive_scrolls,0.597
consecutive_scrolls,0.666
consecutive_scrolls,0.583
consecutive_scrolls,32.347
consecutive_scrolls,1.159
consecutive_scrolls,7.67
consecutive_scrolls,22.378
consecutive_scrolls,1.039
consecutive_scrolls,1.266
consecutive_scrolls,1.317
consecutive_scrolls,1.325
consecutive_scrolls,0.659
consecutive_scrolls,17.409
consecutive_scrolls,0.708
consecutive_scrolls,0.633
consecutive_scrolls,0.541
consecutive_scrolls,0.709
consecutive_scrolls,1.0
consecutive_scrolls,0.616
consecutive_scrolls,1.692
consecutive_scrolls,1.25
consecutive_scrolls,10.779
consecutive_scrolls,1.614
consecutive_scrolls,0.941
consecutive_scrolls,1.15
consecutive_scrolls,0.518
consecutive_scrolls,2.341
consecutive_scrolls,0.784
consecutive_scrolls,0.828
consecutive_scrolls,0.813
consecutive_scrolls,0.728
consecutive_scrolls,0.788
consecutive_scrolls,0.675
consecutive_scrolls,0.725
consecutive_scrolls,1.558
consecutive_scrolls,0.701
consecutive_scrolls,0.759
consecutive_scrolls,1.074
consecutive_scrolls,0.666
consecutive_scrolls,0.836
consecutive_scrolls,0.564
consecutive_scrolls,0.584
consecutive_scrolls,10.368
consecutive_scrolls,1.01
consecutive_scrolls,1.121
consecutive_scrolls,2.155
consecutive_scrolls,1.096
consecutive_scrolls,0.83
consecutive_scrolls,2.321
consecutive_scrolls,0.81
consecutive_scrolls,1.2
consecutive_scrolls,3.516
consecutive_scrolls,2.037
consecutive_scrolls,0.708
consecutive_scrolls,0.735
consecutive_scrolls,8.006
consecutive_scrolls,0.591
consecutive_scrolls,0.926
consecutive_scrolls,0.566
consecutive_scrolls,1.825
consecutive_scrolls,0.743
consecutive_scrolls,1.162
consecutive_scrolls,1.133
consecutive_scrolls,4.25
consecutive_scrolls,23.293
consecutive_scrolls,1.053
consecutive_scrolls,0.592
consecutive_scrolls,1.985
consecutive_scrolls,1.411
consecutive_scrolls,46.529
consecutive_scrolls,1.006
consecutive_scrolls,1.524
consecutive_scrolls,1.897
consecutive_scrolls,1.437
consecutive_scrolls,0.904
consecutive_scrolls,0.651
consecutive_scrolls,3.953
consecutive_scrolls,0.616
consecutive_scrolls,0.897
consecutive_scrolls,1.474
consecutive_scrolls,0.835
consecutive_scrolls,0.952
consecutive_scrolls,0.702
consecutive_scrolls,1.764
consecutive_scrolls,10.19
consecutive_scrolls,0.641
consecutive_scrolls,8.288
consecutive_scrolls,0.77
consecutive_scrolls,2.025
consecutive_scrolls,1.075
consecutive_scrolls,0.718
consecutive_scrolls,0.457
consecutive_scrolls,1.716
consecutive_scrolls,2.552
consecutive_scrolls,0.74
consecutive_scrolls,1.28
consecutive_scrolls,2.033
consecutive_scrolls,0.6
consecutive_scrolls,1.035
consecutive_scrolls,0.905
consecutive_scrolls,0.422
consecutive_scrolls,1.227
consecutive_scrolls,0.588
consecutive_scrolls,1.018
consecutive_scrolls,0.798
consecutive_scrolls,3.163
consecutive_scrolls,15.638
consecutive_scrolls,15.349
consecutive_scrolls,0.963
consecutive_scrolls,0.825
consecutive_scrolls,1.904
consecutive_scrolls,13.393
consecutive_scrolls,0.71
consecutive_scrolls,0.922
consecutive_scrolls,4.436
consecutive_scrolls,9.129
consecutive_scrolls,0.701
consecutive_scrolls,0.633
consecutive_scrolls,0.717
consecutive_scrolls,0.541
consecutive_scrolls,0.959
consecutive_scrolls,1.41
consecutive_scrolls,1.14
consecutive_scrolls,0.771
consecutive_scrolls,0.723
consecutive_scrolls,1.348
consecutive_scrolls,7.041
consecutive_scrolls,0.634
consecutive_scrolls,2.024
consecutive_scrolls,1.126
consecutive_scrolls,0.859
consecutive_scrolls,1.425
consecutive_scrolls,5.24
consecutive_scrolls,15.171
consecutive_scrolls,0.833
consecutive_scrolls,2.263
consecutive_scrolls,1.784
consecutive_scrolls,1.236
consecutive_scrolls,1.989
consecutive_scrolls,1.303
consecutive_scrolls,0.879
consecutive_scrolls,1.1
consecutive_scrolls,3.201
consecutive_scrolls,5.349
consecutive_scrolls,3.225
consecutive_scrolls,1.359
consecutive_scrolls,0.72
consecutive_scrolls,0.63
consecutive_scrolls,0.754
consecutive_scrolls,0.67
consecutive_scrolls,1.36
consecutive_scrolls,0.905
consecutive_scrolls,0.665
consecutive_scrolls,0.512
consecutive_scrolls,0.65
consecutive_scrolls,0.542
consecutive_scrolls,0.633
consecutive_scrolls,3.832
consecutive_scrolls,1.444
consecutive_scrolls,0.707
consecutive_scrolls,0.617
consecutive_scrolls,0.991
consecutive_scrolls,0.734
consecutive_scrolls,0.983
consecutive_scrolls,0.867
consecutive_scrolls,2.788
consecutive_scrolls,1.165
consecutive_scrolls,1.178
consecutive_scrolls,0.664
consecutive_scrolls,1.167
consecutive_scrolls,0.94
consecutive_scrolls,0.639
consecutive_scrolls,0.542
consecutive_scrolls,1.167
consecutive_scrolls,0.715
consecutive_scrolls,1.126
consecutive_scrolls,0.609
consecutive_scrolls,0.591
consecutive_scrolls,2.334
consecutive_scrolls,1.217
consecutive_scrolls,0.82
consecutive_scrolls,0.488
consecutive_scrolls,3.683
consecutive_scrolls,0.466
consecutive_scrolls,0.692
consecutive_scrolls,5.469
consecutive_scrolls,1.132
consecutive_scrolls,8.013
consecutive_scrolls,5.781
consecutive_scrolls,3.039
consecutive_scrolls,3.127
consecutive_scrolls,1.082
consecutive_scrolls,1.46
consecutive_scrolls,2.709
consecutive_scrolls,1.155
consecutive_scrolls,7.692
consecutive_scrolls,3.185
consecutive_scrolls,0.672
consecutive_scrolls,1.356
consecutive_scrolls,0.753
consecutive_scrolls,2.937
consecutive_scrolls,7.55
consecutive_scrolls,1.281
consecutive_scrolls,3.197
consecutive_scrolls,3.91
consecutive_scrolls,0.96
consecutive_scrolls,2.506
consecutive_scrolls,1.842
consecutive_scrolls,1.025
consecutive_scrolls,4.884
consecutive_scrolls,0.524
consecutive_scrolls,2.011
consecutive_scrolls,1.081
consecutive_scrolls,7.236
consecutive_scrolls,20.909
consecutive_scrolls,3.612
consecutive_scrolls,3.749
consecutive_scrolls,0.944
consecutive_scrolls,0.566
consecutive_scrolls,6.462
consecutive_scrolls,2.762
consecutive_scrolls,1.585
consecutive_scrolls,1.552
consecutive_scrolls,1.064
consecutive_scrolls,0.749
consecutive_scrolls,1.353
consecutive_scrolls,3.068
consecutive_scrolls,1.282
consecutive_scrolls,0.64
consecutive_scrolls,1.334
consecutive_scrolls,0.674
consecutive_scrolls,1.526
consecutive_scrolls,2.144
consecutive_scrolls,31.534
consecutive_scrolls,1.176
consecutive_scrolls,2.339
consecutive_scrolls,2.49
consecutive_scrolls,2.568
consecutive_scrolls,4.001
consecutive_scrolls,0.68
consecutive_scrolls,0.79
consecutive_scrolls,1.024
consecutive_scrolls,0.68
consecutive_scrolls,1.015
consecutive_scrolls,1.254
consecutive_scrolls,5.3
consecutive_scrolls,0.933
consecutive_scrolls,1.274
consecutive_scrolls,2.254
consecutive_scrolls,0.658
consecutive_scrolls,4.334
consecutive_scrolls,3.161
consecutive_scrolls,2.739
consecutive_scrolls,1.586
consecutive_scrolls,1.696
consecutive_scrolls,5.207
consecutive_scrolls,2.619
consecutive_scrolls,3.056
consecutive_scrolls,2.792
consecutive_scrolls,1.593
consecutive_scrolls,1.009
consecutive_scrolls,1.096
consecutive_scrolls,0.829
consecutive_scrolls,1.224
consecutive_scrolls,0.993
consecutive_scrolls,1.175
consecutive_scrolls,5.589
consecutive_scrolls,0.643
consecutive_scrolls,0.626
consecutive_scrolls,2.359
consecutive_scrolls,1.749
consecutive_scrolls,0.821
consecutive_scrolls,2.079
consecutive_scrolls,1.517
consecutive_scrolls,0.516
consecutive_scrolls,0.804
consecutive_scrolls,1.391
consecutive_scrolls,3.004
consecutive_scrolls,0.718
consecutive_scrolls,1.801
consecutive_scrolls,0.792
consecutive_scrolls,0.907
consecutive_scrolls,3.45
consecutive_scrolls,0.827
consecutive_scrolls,0.889
consecutive_scrolls,1.801
consecutive_scrolls,0.716
consecutive_scrolls,7.872
consecutive_scrolls,1.48
consecutive_scrolls,3.203
consecutive_scrolls,0.855
consecutive_scrolls,0.799
consecutive_scrolls,2.231
consecutive_scrolls,0.56
consecutive_scrolls,1.345
consecutive_scrolls,0.834
consecutive_scrolls,0.693
consecutive_scrolls,2.251
consecutive_scrolls,1.486
consecutive_scrolls,0.678
consecutive_scrolls,0.712
consecutive_scrolls,1.718
consecutive_scrolls,2.595
consecutive_scrolls,2.64
consecutive_scrolls,2.008
consecutive_scrolls,0.758
consecutive_scrolls,1.785
consecutive_scrolls,2.607
consecutive_scrolls,1.749
consecutive_scrolls,4.225
consecutive_scrolls,1.926
consecutive_scrolls,0.699
consecutive_scrolls,3.209
consecutive_scrolls,0.876
consecutive_scrolls,3.076
consecutive_scrolls,1.798
consecutive_scrolls,1.053
consecutive_scrolls,1.184
consecutive_scrolls,2.121
consecutive_scrolls,5.623
consecutive_scrolls,0.811
consecutive_scrolls,14.826
consecutive_scrolls,4.269
consecutive_scrolls,1.979
consecutive_scrolls,2.474
consecutive_scrolls,1.885
consecutive_scrolls,1.749
consecutive_scrolls,9.104
consecutive_scrolls,4.802
consecutive_scrolls,2.099
consecutive_scrolls,0.826
consecutive_scrolls,5.392
consecutive_scrolls,3.111
consecutive_scrolls,1.501
consecutive_scrolls,1.756
consecutive_scrolls,3.509
consecutive_scrolls,4.886
consecutive_scrolls,5.482
consecutive_scrolls,4.282
consecutive_scrolls,7.195
consecutive_scrolls,0.753
consecutive_scrolls,5.423
consecutive_scrolls,0.633
consecutive_scrolls,0.886
consecutive_scrolls,0.606
consecutive_scrolls,0.65
consecutive_scrolls,0.6
consecutive_scrolls,1.075
consecutive_scrolls,0.951
consecutive_scrolls,0.874
consecutive_scrolls,2.659
consecutive_scrolls,1.574
consecutive_scrolls,2.456
consecutive_scrolls,1.61
consecutive_scrolls,10.469
consecutive_scrolls,24.24
consecutive_scrolls,1.234
consecutive_scrolls,4.2
consecutive_scrolls,0.595
consecutive_scrolls,3.183
consecutive_scrolls,0.684
consecutive_scrolls,19.328
consecutive_scrolls,2.476
consecutive_scrolls,2.796
consecutive_scrolls,7.141
consecutive_scrolls,6.925
consecutive_scrolls,1.359
consecutive_scrolls,1.577
consecutive_scrolls,10.022
consecutive_scrolls,1.255
consecutive_scrolls,2.304
consecutive_scrolls,0.673
consecutive_scrolls,8.497
consecutive_scrolls,2.104
consecutive_scrolls,0.569
consecutive_scrolls,6.791
consecutive_scrolls,0.59
consecutive_scrolls,4.077
consecutive_scrolls,1.182
consecutive_scrolls,3.451
consecutive_scrolls,3.737
consecutive_scrolls,0.583
consecutive_scrolls,1.237
consecutive_scrolls,3.139
consecutive_scrolls,7.416
consecutive_scrolls,2.584
consecutive_scrolls,4.295
consecutive_scrolls,3.524
consecutive_scrolls,1.029
consecutive_scrolls,1.831
consecutive_scrolls,19.466
consecutive_scrolls,1.3
consecutive_scrolls,4.311
consecutive_scrolls,2.198
consecutive_scrolls,1.346
consecutive_scrolls,0.784
consecutive_scrolls,0.702
consecutive_scrolls,8.087
consecutive_scrolls,5.616
consecutive_scrolls,1.422
consecutive_scrolls,3.862
consecutive_scrolls,1.841
consecutive_scrolls,9.391
consecutive_scrolls,1.608
consecutive_scrolls,1.057
consecutive_scrolls,0.737
consecutive_scrolls,1.047
consecutive_scrolls,1.021
consecutive_scrolls,2.007
consecutive_scrolls,4.822
consecutive_scrolls,1.972
consecutive_scrolls,1.341
consecutive_scrolls,1.055
consecutive_scrolls,5.444
consecutive_scrolls,1.807
consecutive_scrolls,3.139
consecutive_scrolls,6.353
consecutive_scrolls,1.327
consecutive_scrolls,2.347
consecutive_scrolls,2.979
consecutive_scrolls,3.098
consecutive_scrolls,0.749
consecutive_scrolls,0.653
consecutive_scrolls,0.618
consecutive_scrolls,0.751
consecutive_scrolls,0.778
consecutive_scrolls,0.812
consecutive_scrolls,49.53
consecutive_scrolls,11.122
consecutive_scrolls,1.416
consecutive_scrolls,0.499
consecutive_scrolls,0.66
consecutive_scrolls,9.783
consecutive_scrolls,0.626
consecutive_scrolls,0.529
consecutive_scrolls,0.61
consecutive_scrolls,20.299
consecutive_scrolls,0.873
consecutive_scrolls,0.612
consecutive_scrolls,3.659
consecutive_scrolls,0.611
consecutive_scrolls,1.772
consecutive_scrolls,0.645
consecutive_scrolls,1.208
consecutive_scrolls,0.577
consecutive_scrolls,0.681
consecutive_scrolls,1.729
consecutive_scrolls,0.646
consecutive_scrolls,5.242
consecutive_scrolls,0.585
consecutive_scrolls,1.416
consecutive_scrolls,0.629
consecutive_scrolls,2.287
consecutive_scrolls,6.278
consecutive_scrolls,1.458
consecutive_scrolls,0.862
consecutive_scrolls,0.944
consecutive_scrolls,1.193
consecutive_scrolls,3.875
consecutive_scrolls,0.529
consecutive_scrolls,0.777
consecutive_scrolls,2.805
consecutive_scrolls,1.021
consecutive_scrolls,5.02
consecutive_scrolls,0.953
consecutive_scrolls,0.832
consecutive_scrolls,4.091
consecutive_scrolls,0.514
consecutive_scrolls,20.694
consecutive_scrolls,0.881
consecutive_scrolls,4.277
consecutive_scrolls,4.229
consecutive_scrolls,1.305
consecutive_scrolls,2.557
consecutive_scrolls,0.805
consecutive_scrolls,0.612
consecutive_scrolls,3.01
consecutive_scrolls,1.1
consecutive_scrolls,0.535
consecutive_scrolls,0.952
consecutive_scrolls,0.638
consecutive_scrolls,0.626
consecutive_scrolls,0.902
consecutive_scrolls,0.743
consecutive_scrolls,0.638
consecutive_scrolls,0.647
consecutive_scrolls,0.76
consecutive_scrolls,3.678
consecutive_scrolls,0.895
consecutive_scrolls,1.258
consecutive_scrolls,2.783
consecutive_scrolls,7.014
consecutive_scrolls,1.528
consecutive_scrolls,1.321
consecutive_scrolls,5.061
consecutive_scrolls,2.097
consecutive_scrolls,0.632
consecutive_scrolls,8.021
consecutive_scrolls,9.688
consecutive_scrolls,6.784
consecutive_scrolls,0.744
consecutive_scrolls,24.647
consecutive_scrolls,24.582
consecutive_scrolls,2.876
consecutive_scrolls,2.179
consecutive_scrolls,4.146
consecutive_scrolls,1.611
consecutive_scrolls,4.242
consecutive_scrolls,11.064
consecutive_scrolls,0.916
consecutive_scrolls,31.136
consecutive_scrolls,0.794
consecutive_scrolls,0.973
consecutive_scrolls,0.616
consecutive_scrolls,1.551
consecutive_scrolls,1.016
consecutive_scrolls,10.034
consecutive_scrolls,0.673
consecutive_scrolls,0.917
consecutive_scrolls,1.527
consecutive_scrolls,5.825
consecutive_scrolls,1.558
consecutive_scrolls,5.049
consecutive_scrolls,1.323
consecutive_scrolls,3.586
consecutive_scrolls,0.903
consecutive_scrolls,1.153
consecutive_scrolls,1.841
consecutive_scrolls,16.67
consecutive_scrolls,0.884
consecutive_scrolls,25.605
consecutive_scrolls,38.492
consecutive_scrolls,2.132
consecutive_scrolls,14.188
consecutive_scrolls,21.466
consecutive_scrolls,0.597
consecutive_scrolls,0.59
consecutive_scrolls,0.827
consecutive_scrolls,3.923
consecutive_scrolls,13.473
consecutive_scrolls,29.87
consecutive_scrolls,1.659
consecutive_scrolls,0.987
consecutive_scrolls,2.125
consecutive_scrolls,25.737
consecutive_scrolls,3.013
consecutive_scrolls,1.046
consecutive_scrolls,0.6
consecutive_scrolls,0.874
consecutive_scrolls,0.757
consecutive_scrolls,4.953
consecutive_scrolls,12.368
consecutive_scrolls,2.367
consecutive_scrolls,0.89
consecutive_scrolls,0.597
consecutive_scrolls,2.383
consecutive_scrolls,5.409
consecutive_scrolls,1.91
consecutive_scrolls,0.771
consecutive_scrolls,14.778
consecutive_scrolls,0.778
consecutive_scrolls,0.992
consecutive_scrolls,1.709
consecutive_scrolls,1.18
consecutive_scrolls,0.785
consecutive_scrolls,0.701
consecutive_scrolls,0.604
consecutive_scrolls,1.828
consecutive_scrolls,0.903
consecutive_scrolls,6.326
consecutive_scrolls,2.583
consecutive_scrolls,1.61
consecutive_scrolls,0.91
consecutive_scrolls,0.66
consecutive_scrolls,1.368
consecutive_scrolls,0.792
consecutive_scrolls,5.462
consecutive_scrolls,2.371
consecutive_scrolls,26.772
consecutive_scrolls,8.11
consecutive_scrolls,3.314
consecutive_scrolls,1.0
consecutive_scrolls,7.603
consecutive_scrolls,8.064
consecutive_scrolls,30.632
consecutive_scrolls,2.319
consecutive_scrolls,0.791
consecutive_scrolls,2.841
consecutive_scrolls,1.438
consecutive_scrolls,1.743
consecutive_scrolls,4.09
consecutive_scrolls,20.756
consecutive_scrolls,0.704
consecutive_scrolls,0.651
consecutive_scrolls,0.73
consecutive_scrolls,0.673
consecutive_scrolls,2.004
consecutive_scrolls,0.558
consecutive_scrolls,2.418
consecutive_scrolls,0.689
consecutive_scrolls,1.764
consecutive_scrolls,4.854
consecutive_scrolls,1.389
consecutive_scrolls,0.784
consecutive_scrolls,2.55
consecutive_scrolls,2.318
consecutive_scrolls,1.272
consecutive_scrolls,1.166
consecutive_scrolls,5.264
consecutive_scrolls,0.632
consecutive_scrolls,0.799
consecutive_scrolls,0.957
consecutive_scrolls,1.668
consecutive_scrolls,6.055
consecutive_scrolls,0.583
consecutive_scrolls,0.583
consecutive_scrolls,0.66
consecutive_scrolls,0.84
consecutive_scrolls,0.848
consecutive_scrolls,1.0
consecutive_scrolls,0.763
consecutive_scrolls,2.3
consecutive_scrolls,1.096
consecutive_scrolls,2.522
consecutive_scrolls,1.582
consecutive_scrolls,4.093
consecutive_scrolls,1.456
consecutive_scrolls,2.036
consecutive_scrolls,1.271
consecutive_scrolls,2.638
consecutive_scrolls,1.019
consecutive_scrolls,2.09
consecutive_scrolls,1.108
consecutive_scrolls,4.436
consecutive_scrolls,3.188
consecutive_scrolls,8.653
consecutive_scrolls,0.555
consecutive_scrolls,3.077
consecutive_scrolls,1.812
consecutive_scrolls,6.91
consecutive_scrolls,4.236
consecutive_scrolls,1.083
consecutive_scrolls,1.466
consecutive_scrolls,0.937
consecutive_scrolls,0.661
consecutive_scrolls,2.186
consecutive_scrolls,4.959
consecutive_scrolls,4.479
consecutive_scrolls,0.577
consecutive_scrolls,1.659
consecutive_scrolls,0.694
consecutive_scrolls,3.619
consecutive_scrolls,1.355
consecutive_scrolls,1.95
consecutive_scrolls,1.184
consecutive_scrolls,0.561
consecutive_scrolls,1.526
consecutive_scrolls,0.612
consecutive_scrolls,0.666
consecutive_scrolls,0.604
consecutive_scrolls,1.708
consecutive_scrolls,4.937
consecutive_scrolls,2.194
consecutive_scrolls,1.171
consecutive_scrolls,8.079
consecutive_scrolls,0.613
consecutive_scrolls,1.418
consecutive_scrolls,5.209
consecutive_scrolls,8.722
consecutive_scrolls,0.8
consecutive_scrolls,2.18
consecutive_scrolls,0.663
consecutive_scrolls,2.027
consecutive_scrolls,0.685
consecutive_scrolls,3.198
consecutive_scrolls,0.607
consecutive_scrolls,3.214
consecutive_scrolls,1.426
consecutive_scrolls,1.083
consecutive_scrolls,0.854
consecutive_scrolls,2.589
consecutive_scrolls,0.868
consecutive_scrolls,2.189
consecutive_scrolls,2.661
consecutive_scrolls,1.101
consecutive_scrolls,3.05
consecutive_scrolls,1.215
consecutive_scrolls,1.028
consecutive_scrolls,1.049
consecutive_scrolls,0.878
consecutive_scrolls,1.732
consecutive_scrolls,0.728
consecutive_scrolls,0.48
consecutive_scrolls,0.486
consecutive_scrolls,1.84
consecutive_scrolls,0.734
consecutive_scrolls,0.612
consecutive_scrolls,2.715
consecutive_scrolls,2.337
consecutive_scrolls,1.651
consecutive_scrolls,2.515
consecutive_scrolls,3.033
consecutive_scrolls,0.612
consecutive_scrolls,1.57
consecutive_scrolls,11.326
consecutive_scrolls,0.695
consecutive_scrolls,2.062
consecutive_scrolls,1.001
consecutive_scrolls,0.909
consecutive_scrolls,4.14
consecutive_scrolls,1.222
consecutive_scrolls,13.909
consecutive_scrolls,0.806
consecutive_scrolls,1.354
consecutive_scrolls,0.521
consecutive_scrolls,0.958
consecutive_scrolls,0.702
consecutive_scrolls,1.048
consecutive_scrolls,4.625
consecutive_scrolls,5.806
consecutive_scrolls,4.646
consecutive_scrolls,1.819
consecutive_scrolls,0.688
consecutive_scrolls,0.806
consecutive_scrolls,0.583
consecutive_scrolls,1.75
consecutive_scrolls,0.692
consecutive_scrolls,1.211
consecutive_scrolls,0.68
consecutive_scrolls,6.639
consecutive_scrolls,3.674
consecutive_scrolls,2.264
consecutive_scrolls,2.052
consecutive_scrolls,2.339
consecutive_scrolls,0.917
consecutive_scrolls,1.14
consecutive_scrolls,1.034
consecutive_scrolls,16.807
consecutive_scrolls,0.631
consecutive_scrolls,0.646
consecutive_scrolls,2.376
consecutive_scrolls,1.201
consecutive_scrolls,0.665
consecutive_scrolls,0.924
consecutive_scrolls,0.82
consecutive_scrolls,0.896
consecutive_scrolls,1.097
consecutive_scrolls,0.687
consecutive_scrolls,0.577
consecutive_scrolls,0.661
consecutive_scrolls,4.505
consecutive_scrolls,1.347
consecutive_scrolls,5.258
consecutive_scrolls,3.555
consecutive_scrolls,1.124
consecutive_scrolls,2.133
consecutive_scrolls,1.23
consecutive_scrolls,2.291
consecutive_scrolls,2.098
consecutive_scrolls,0.596
consecutive_scrolls,0.584
consecutive_scrolls,0.611
consecutive_scrolls,0.694
consecutive_scrolls,5.466
consecutive_scrolls,8.215
consecutive_scrolls,1.132
consecutive_scrolls,0.701
consecutive_scrolls,1.056
consecutive_scrolls,0.729
consecutive_scrolls,3.938
consecutive_scrolls,26.902
consecutive_scrolls,1.27
consecutive_scrolls,6.849
consecutive_scrolls,8.34
consecutive_scrolls,3.549
consecutive_scrolls,2.791
consecutive_scrolls,0.592
consecutive_scrolls,0.687
consecutive_scrolls,7.166
consecutive_scrolls,4.459
consecutive_scrolls,0.652
consecutive_scrolls,10.125
consecutive_scrolls,3.01
consecutive_scrolls,2.339
consecutive_scrolls,14.443
consecutive_scrolls,2.431
consecutive_scrolls,1.433
consecutive_scrolls,9.359
consecutive_scrolls,1.042
consecutive_scrolls,1.216
consecutive_scrolls,0.728
consecutive_scrolls,0.937
consecutive_scrolls,0.945
consecutive_scrolls,1.035
consecutive_scrolls,2.514
consecutive_scrolls,0.667
consecutive_scrolls,3.249
consecutive_scrolls,1.229
consecutive_scrolls,7.001
consecutive_scrolls,1.854
consecutive_scrolls,1.903
consecutive_scrolls,1.284
consecutive_scrolls,13.813
consecutive_scrolls,1.555
consecutive_scrolls,4.68
consecutive_scrolls,0.612
consecutive_scrolls,0.688
consecutive_scrolls,1.122
consecutive_scrolls,1.163
consecutive_scrolls,0.721
consecutive_scrolls,1.94
consecutive_scrolls,0.567
consecutive_scrolls,5.049
consecutive_scrolls,2.673
consecutive_scrolls,1.493
consecutive_scrolls,1.112
consecutive_scrolls,0.624
consecutive_scrolls,0.73
consecutive_scrolls,0.668
consecutive_scrolls,0.711
consecutive_scrolls,2.477
consecutive_scrolls,1.332
consecutive_scrolls,0.911
consecutive_scrolls,1.283
consecutive_scrolls,0.869
consecutive_scrolls,2.847
consecutive_scrolls,2.949
consecutive_scrolls,0.724
consecutive_scrolls,0.667
consecutive_scrolls,0.79
consecutive_scrolls,0.77
consecutive_scrolls,0.861
consecutive_scrolls,1.044
consecutive_scrolls,1.813
consecutive_scrolls,2.16
consecutive_scrolls,0.951
consecutive_scrolls,0.667
consecutive_scrolls,1.25
consecutive_scrolls,2.575
consecutive_scrolls,3.808
consecutive_scrolls,0.638
consecutive_scrolls,0.826
consecutive_scrolls,0.737
consecutive_scrolls,0.672
consecutive_scrolls,3.841
consecutive_scrolls,1.542
consecutive_scrolls,2.638
consecutive_scrolls,8.709
consecutive_scrolls,4.597
consecutive_scrolls,0.84
consecutive_scrolls,4.209
consecutive_scrolls,1.423
consecutive_scrolls,1.091
consecutive_scrolls,12.687
consecutive_scrolls,1.631
consecutive_scrolls,1.577
consecutive_scrolls,8.549
consecutive_scrolls,0.993
consecutive_scrolls,1.292
consecutive_scrolls,1.036
consecutive_scrolls,9.867
consecutive_scrolls,1.612
consecutive_scrolls,0.575
consecutive_scrolls,0.681
consecutive_scrolls,0.674
consecutive_scrolls,5.333
consecutive_scrolls,2.264
consecutive_scrolls,1.992
consecutive_scrolls,0.688
consecutive_scrolls,0.585
consecutive_scrolls,3.79
consecutive_scrolls,0.66
consecutive_scrolls,0.931
consecutive_scrolls,1.021
consecutive_scrolls,1.542
consecutive_scrolls,10.025
consecutive_scrolls,21.058
consecutive_scrolls,1.069
consecutive_scrolls,0.64
consecutive_scrolls,0.558
consecutive_scrolls,0.518
consecutive_scrolls,1.215
consecutive_scrolls,0.605
consecutive_scrolls,0.986
consecutive_scrolls,1.069
consecutive_scrolls,0.604
consecutive_scrolls,2.074
consecutive_scrolls,2.53
consecutive_scrolls,0.701
consecutive_scrolls,2.688
consecutive_scrolls,1.354
consecutive_scrolls,0.748
consecutive_scrolls,0.608
consecutive_scrolls,0.713
consecutive_scrolls,0.619
consecutive_scrolls,0.55
consecutive_scrolls,0.595
consecutive_scrolls,0.758
consecutive_scrolls,1.254
consecutive_scrolls,14.94
consecutive_scrolls,1.882
consecutive_scrolls,1.486
consecutive_scrolls,8.188
consecutive_scrolls,1.875
consecutive_scrolls,1.126
consecutive_scrolls,1.276
consecutive_scrolls,7.38
consecutive_scrolls,3.824
consecutive_scrolls,1.984
consecutive_scrolls,5.647
consecutive_scrolls,2.937
consecutive_scrolls,1.007
consecutive_scrolls,0.611
consecutive_scrolls,1.466
consecutive_scrolls,1.652
consecutive_scrolls,0.895
consecutive_scrolls,1.099
consecutive_scrolls,1.923
consecutive_scrolls,5.493
consecutive_scrolls,0.636
consecutive_scrolls,1.176
consecutive_scrolls,1.161
consecutive_scrolls,0.607
consecutive_scrolls,0.907
consecutive_scrolls,1.763
consecutive_scrolls,1.125
consecutive_scrolls,6.5
consecutive_scrolls,2.133
consecutive_scrolls,1.228
consecutive_scrolls,6.99
consecutive_scrolls,1.337
consecutive_scrolls,17.159
consecutive_scrolls,2.48
consecutive_scrolls,0.636
consecutive_scrolls,1.594
consecutive_scrolls,0.733
consecutive_scrolls,0.958
consecutive_scrolls,1.197
consecutive_scrolls,1.292
consecutive_scrolls,3.32
consecutive_scrolls,0.672
consecutive_scrolls,0.647
consecutive_scrolls,0.675
consecutive_scrolls,0.711
consecutive_scrolls,1.44
consecutive_scrolls,1.549
consecutive_scrolls,0.828
consecutive_scrolls,1.339
consecutive_scrolls,1.576
consecutive_scrolls,0.798
consecutive_scrolls,0.695
consecutive_scrolls,0.708
consecutive_scrolls,0.618
consecutive_scrolls,0.625
consecutive_scrolls,1.202
consecutive_scrolls,6.515
consecutive_scrolls,2.714
consecutive_scrolls,0.722
consecutive_scrolls,1.014
consecutive_scrolls,1.444
consecutive_scrolls,1.328
consecutive_scrolls,1.797
consecutive_scrolls,1.07
consecutive_scrolls,1.285
consecutive_scrolls,6.468
consecutive_scrolls,0.886
consecutive_scrolls,0.63
consecutive_scrolls,10.592
consecutive_scrolls,1.138
consecutive_scrolls,0.869
consecutive_scrolls,0.748
consecutive_scrolls,4.748
